Normalized tag,Clean,Mitch's Category,Laura's Category,Model,Field
kapuzinerklosterstmatthias,Kapuzinerkloster St. Matthias,,,Unknown,Organization
librairieedroz,Librairie E. Droz,,,Unknown,Organization
librairiemarqueste,Librairie Marqueste,,,Unknown,Organization
ritterwaldaufbibliothek,Ritter-Waldauf-Bibliothek,,,Unknown,Organization
augustinerchorherrenstiftrottenbuch,Augustinerchorherrenstift Rottenbuch,,,Unknown,Organization
bibliotecadellacuriagenerale,Biblioteca della Curia generale,,,Unknown,Organization
bibliotecaqueriniana,Biblioteca queriniana,,,Unknown,Organization
bibliothecacuriageneralisordinisfratrumminorumcapuccinorum,Bibliotheca Curia Generalis Ordinis Fratrum Minorum Capuccinorum,,,Unknown,Organization
bibliothecafratrorumcapucinorumfrauenfeldae,Bibliotheca Fratrorum Capucinorum Frauenfeldae,,,Unknown,Organization
bibliothecaspetriadvincula,Bibliotheca S. Petri ad Vincula,,,Unknown,Organization
bibliothecastrahoviensis,Bibliotheca Strahoviensis,,,Unknown,Organization
cerappaportfirm,C.E. Rappaport (Firm),,,Unknown,Organization
collegiumecclesiasticumadolescentiumneophytorum,Collegium Ecclesiasticum Adolescentium Neophytorum,,,Unknown,Organization
fratellicampori,Fratelli Campori,,,Unknown,Organization
fratelliguizzetti,Fratelli Guizzetti,,,Unknown,Organization
kemptenabbey,Kempten Abbey,,,Unknown,Organization
collamorehenrybacon18941975,"Collamore, Henry Bacon, 1894-1975",,,Unknown,Person Unknown
ajubinal,A. Jubinal,,,Unknown,Person Unknown
acciaiuolidonato14291478,"Acciaiuoli, Donato, 1429-1478",,,Unknown,Person Unknown
adamifrancescoraimondo17111792,"Adami, Francesco Raimondo, 1711-1792",,,Unknown,Person Unknown
adamseeezraeastman18131871,"Adams, E. E.  (Ezra Eastman), 1813-1871",,,Unknown,Person Unknown
adolphuscarolus,"Adolphus, Carolus",,,Unknown,Person Unknown
agrippinamajorca14bc33ad,"Agrippina, Major, ca. 14 B.C.-33 A.D.",,,Unknown,Person Unknown
agrippinaminor1559,"Agrippina, Minor, 15-59",,,Unknown,Person Unknown
ailesburycharlesbruceearlof16821747,"Ailesbury, Charles Bruce, Earl of, 1682-1747",,,Unknown,Person Unknown
alantseeleonhardd1518,"Alantsee, Leonhard, d. 1518",,,Unknown,Person Unknown
alantseelucasd1523,"Alantsee, Lucas, d. 1523",,,Unknown,Person Unknown
albabonifaciusde,"Alba, Bonifacius de",,,Unknown,Person Unknown
albarrángerónimode,"Albarrán, Gerónimo de",,,Unknown,Person Unknown
alberiusdominicus,"Alberius, Dominicus",,,Unknown,Person Unknown
albertdukeofprussia14901568,"Albert, Duke of Prussia, 1490-1568",,,Unknown,Person Unknown
albertofbrandenburgarchbishopandelectorofmainzcardinal14901545,"Albert, of Brandenburg, Archbishop and Elector of Mainz, Cardinal, 1490-1545",,,Unknown,Person Unknown
albertanodabrescia13thcent,"Albertano, da Brescia, 13th cent.",,,Unknown,Person Unknown
albertusdepaduad1328,"Albertus, de Padua, d. 1328",,,Unknown,Person Unknown
albinjohann1620,"Albin, Johann, -1620",,,Unknown,Person Unknown
albrechtvdukeofbavaria15281579,"Albrecht V, Duke of Bavaria, 1528-1579",,,Unknown,Person Unknown
albrechterik,"Albrecht, Erik",,,Unknown,Person Unknown
alegretefernandotellesdasilvamarquêsde16621731,"Alegrete, Fernando Telles da Silva, Marquês de, 1662-1731",,,Unknown,Person Unknown
alessistefano,"Alessi, Stefano",,,Unknown,Person Unknown
alexanderofhalesca11851245,"Alexander, of Hales, ca. 1185-1245",,,Unknown,Person Unknown
alexandrinojoaquimpedro,"Alexandrino, Joaquim Pedro",,,Unknown,Person Unknown
allenrs,"Allen, R. S.",,,Unknown,Person Unknown
allensimon,"Allen, Simon",,,Unknown,Person Unknown
alleynethomas,"Alleyne, Thomas",,,Unknown,Person Unknown
alleynethomas,"Alleyne, Thomas\",,,Unknown,Person Unknown
alliataantonini,"Alliata, Antonini",,,Unknown,Person Unknown
alliataantonino,"Alliata, Antonino",,,Unknown,Person Unknown
almackedward18521917,"Almack, Edward, 1852-1917",,,Unknown,Person Unknown
almeidafranciscoantóniodeca17021755,"Almeida, Francisco António de, ca 1702-1755",,,Unknown,Person Unknown
aloisiusjohann,"Aloisius, Johann",,,Unknown,Person Unknown
aloisiusjohannes,"Aloisius, Johannes",,,Unknown,Person Unknown
alonsodearagón14701520,"Alonso de Aragón, 1470-1520",,,Unknown,Person Unknown
amazons,Amazons,,,Unknown,Person Unknown
anconaitaly,Ancona (Italy),,,Unknown,Person Unknown
anderhubjakobheinrich,"Anderhub, Jakob Heinrich",,,Unknown,Person Unknown
andersonhpquincymrs,"Anderson, H. P. Quincy, Mrs.",,,Unknown,Person Unknown
andreaewecheliheredes,Andreae Wecheli Heredes,,,Unknown,Person Unknown
andreaeantoniusdca1320,"Andreae, Antonius, d. ca. 1320",,,Unknown,Person Unknown
andreaelambertd1597,"Andreae, Lambert, d. 1597",,,Unknown,Person Unknown
angeligiuseppedeglifl15711580,"Angeli, Giuseppe degli, fl. 1571-1580",,,Unknown,Person Unknown
angelicograssi,Angelico Grassi,,,Unknown,Person Unknown
anigoniprospero,"Anigoni, Prospero",,,Unknown,Person Unknown
annovonsangershausen,Anno von Sangershausen,,,Unknown,Person Unknown
anshelmthomas,"Anshelm, Thomas",,,Unknown,Person Unknown
ansorgejohn,"Ansorge, John",,,Unknown,Person Unknown
ansteyfamily,Anstey family,,,Unknown,Person Unknown
ansteychristopher16801751,"Anstey, Christopher, 1680-1751",,,Unknown,Person Unknown
anthoinehubertfl15981630,"Anthoine, Hubert, fl. 1598-1630",,,Unknown,Person Unknown
antoniusjosephuscalasanctiuskohaut,Antonius Josephus Calasanctius Kohaut,,,Unknown,Person Unknown
apergerandreas15981658,"Aperger, Andreas, 1598-1658",,,Unknown,Person Unknown
apiariussamueld1590,"Apiarius, Samuel, d. 1590",,,Unknown,Person Unknown
appeliusphilippus,"Appelius, Philippus",,,Unknown,Person Unknown
apuleius,Apuleius,,,Unknown,Person Unknown
aquilaaegidius14961552,"Aquila, Aegidius, 1496-1552",,,Unknown,Person Unknown
aquilalaurentiusde,"Aquila, Laurentius de",,,Unknown,Person Unknown
archereleanor,"Archer, Eleanor",Person,,Unknown,Person Unknown
archereleanor16601694,"Archer, Eleanor, 1660-1694",Person,,Unknown,Person Unknown
archerjohn,"Archer, John",Person,,Unknown,Person Unknown
archerjohnwilliamca16211682,"Archer, John William, ca. 1621-1682",Person,,Unknown,Person Unknown
archerjohn16611704,"Archer, John, 1661-1704",Person,,Unknown,Person Unknown
archerjohnd1704,"Archer, John, d. 1704",Person,,Unknown,Person Unknown
archibaldjacob,"Archibald, Jacob",Person,,Unknown,Person Unknown
ardizzonepietro,"Ardizzone, Pietro",,,Unknown,Person Unknown
ariell,"Ariel, L",,,Unknown,Person Unknown
arnaudpetrus,"Arnaud, Petrus",Person,,Unknown,Person Unknown
arnolfiniottavio,"Arnolfini, Ottavio",Person,,Unknown,Person Unknown
arnolfinusoctavius,"Arnolfinus, Octavius",Person,,Unknown,Person Unknown
arnolfinusottavius,"Arnolfinus, Ottavius",Person,,Unknown,Person Unknown
artemisiaiiofcaria,"Artemisia II, of Caria",,,Unknown,Person Unknown
asbellmiltonbmiltonbaron,"Asbell, Milton B. (Milton Baron)",Person,,Unknown,Person Unknown
aschendorffiuseberhardus,"Aschendorffius, Eberhardus",,,Unknown,Person Unknown
aschersoncscharlesstephen,"Ascherson, C. S. (Charles Stephen)",,,Unknown,Person Unknown
ashburnerwalter18641936,"Ashburner, Walter, 1864-1936‏",Person,,Unknown,Person Unknown
astledaniel17431826,"Astle, Daniel, 1743-1826",,,Unknown,Person Unknown
audibertpierre,"Audibert, Pierre",,,Unknown,Person Unknown
auerbachjohannesfl1405,"Auerbach, Johannes, fl. 1405",,,Unknown,Person Unknown
augustelectorofsaxony15261586,"August, Elector of Saxony, 1526-1586",,,Unknown,Person Unknown
augustinerchorherrenstiftgars,Augustiner-Chorherrenstift Gars,,,Unknown,Person Unknown
ayalajosefde,"Ayala, Josef de",Person,,Unknown,Person Unknown
bacgovaert,"Bac, Govaert",,,Unknown,Person Unknown
bacchusgreekdeity,Bacchus (Greek deity),,,Unknown,Person Unknown
badiusjosse14621535,"Badius, Josse, 1462-1535",Person,,Unknown,Person Unknown
baglionipaolo,"Baglioni, Paolo",Person,,Unknown,Person Unknown
bagnacavallogiacomo15701631,"Bagnacavallo, Giacomo, 1570-1631",Person,,Unknown,Person Unknown
baileyrobert,"Bailey, Robert",Person,,Unknown,Person Unknown
bailliealexanderwilliammowbray18431921,"Baillie, Alexander William Mowbray, 1843-1921",Person,,Unknown,Person Unknown
bairdwilliamsir16541737,"Baird, William, Sir, 1654-1737",Person,,Unknown,Person Unknown
baker,Baker,Person,,Unknown,Person Unknown
balauswilhelmalexander,"Balaus, Wilhelm Alexander",,,Unknown,Person Unknown
balduinusdionysius,Balduinus Dionysius,,,Unknown,Person Unknown
balhornjohannfl15751604,"Balhorn, Johann, fl. 1575-1604",,,Unknown,Person Unknown
balhornjohannes1573,"Balhorn, Johannes, -1573",,,Unknown,Person Unknown
banelliandrea15951631,"Banelli, Andrea, 1595-1631",,,Unknown,Person Unknown
barbançonmariede,"Barbançon, Marie de",,,Unknown,Person Unknown
barbarasachsenherzogin14781534,"Barbara Sachsen, Herzogin, 1478-1534",,,Unknown,Person Unknown
bardigiannozzode,"Bardi, Giannozzo de",,,Unknown,Person Unknown
baringmaurice18741945,"Baring, Maurice, 1874-1945",,,Unknown,Person Unknown
barkere,"Barker, E.",,,Unknown,Person Unknown
barkeredmundhenry17881839,"Barker, Edmund Henry, 1788-1839",,,Unknown,Person Unknown
barlowsamuelbsamuelbancroft17981876,"Barlow, Samuel B. (Samuel Bancroft), 1798-1876",,,Unknown,Person Unknown
barlowsamuellmsamuellathammitchill18261889,"Barlow, Samuel L. M. (Samuel Latham Mitchill), 1826-1889",,,Unknown,Person Unknown
barnesjosephd1618,"Barnes, Joseph, d. 1618",,,Unknown,Person Unknown
barnesrichards,"Barnes, Richard S.",,,Unknown,Person Unknown
baroniusjustusapproximately15701606or1616,"Baronius, Justus, approximately 1570-1606 or 1616",,,Unknown,Person Unknown
barrettwilliamphillips18611938,"Barrett, William Phillips, 1861-1938",,,Unknown,Person Unknown
bartholomaeusanglicus13thcent,"Bartholomaeus, Anglicus, 13th cent.",,,Unknown,Person Unknown
bartholomaeusdevaldezocchofl14721476,"Bartholomaeus, de Valdezoccho, fl. 1472-1476",,,Unknown,Person Unknown
bartholomewjohn,"Bartholomew, John",,,Unknown,Person Unknown
bartoligirolamofl15611591,"Bartoli, Girolamo, fl. 1561-1591",,,Unknown,Person Unknown
bartoloofsassoferrato13131357,"Bartolo, of Sassoferrato, 1313-1357",,,Unknown,Person Unknown
bartschzacharias,"Bartsch, Zacharias",,,Unknown,Person Unknown
barzenoriusbenedictus,"Barzenorius, Benedictus",,,Unknown,Person Unknown
barzenoriusjoannesbaptista,"Barzenorius, Joannes Baptista",,,Unknown,Person Unknown
barzenoriusoctavianus,"Barzenorius, Octavianus",,,Unknown,Person Unknown
barzenoriuspetrus,"Barzenorius, Petrus",,,Unknown,Person Unknown
bernardinodecárdenasyportugaldukeofmaqueda1598–1601,"Bascarini, Niccolò, fl. 1541-1554",,,Unknown,Person Unknown
bassefranzd1582,"Basse, Franz, d. 1582",,,Unknown,Person Unknown
batenhenri12461310,"Baten, Henri, 1246-1310",,,Unknown,Person Unknown
bathurstbenjamin17111767,"Bathurst, Benjamin, 1711-1767",,,Unknown,Person Unknown
batyr,"Baty, R.",,,Unknown,Person Unknown
bauerfriedrich,"Bauer, Friedrich",,,Unknown,Person Unknown
bazinjeanbaptiste16371708,"Bazin, Jean-Baptiste, 1637-1708",,,Unknown,Person Unknown
beamartin,"Bea(?), Martin",,,Unknown,Person Unknown
beamgeorgelgeorgelytle18681935,"Beam, George L. (George Lytle), 1868-1935",,,Unknown,Person Unknown
beamishnorthludlow17971872,"Beamish, North Ludlow, 1797-1872",,,Unknown,Person Unknown
beazleyisaacjohnd1782,"Beazley, Isaac John, d. 1782",,,Unknown,Person Unknown
bechermichaelthomas17641809,"Becher, Michael Thomas, 1764-1809",,,Unknown,Person Unknown
bechsteinludwig18011860,"Bechstein, Ludwig, 1801-1860",,,Unknown,Person Unknown
bechtoldarthur,"Bechtold, Arthur",,,Unknown,Person Unknown
becksebastian15831654,"Beck, Sebastian, 1583-1654",,,Unknown,Person Unknown
beckmanlucas,"Beckman, Lucas",,,Unknown,Person Unknown
beckmannotto14761556,"Beckmann, Otto, 1476-1556",,,Unknown,Person Unknown
becuteodoro18901946,"Becu, Teodoro, 1890-1946",,,Unknown,Person Unknown
behamhanssebald15001550,"Beham, Hans Sebald, 1500-1550",,,Unknown,Person Unknown
behemfranzca15001582,"Behem, Franz, ca. 1500-1582",,,Unknown,Person Unknown
bellinivincenzo17081783,"Bellini, Vincenzo, 1708-1783",,,Unknown,Person Unknown
belpierigiacinto,"Belpieri, Giacinto",,,Unknown,Person Unknown
belviderioludovicusà,"Belviderio, Ludovicus à",,,Unknown,Person Unknown
bembobernardo14331519,"Bembo, Bernardo, 1433-1519",,,Unknown,Person Unknown
benaliusbernardinusactive14831543,"Benalius, Bernardinus, active 1483-1543",,,Unknown,Person Unknown
benaliusbernardinusfl14831543,"Benalius, Bernardinus, fl. 1483-1543",,,Unknown,Person Unknown
bendinellidomenico16271701,"Bendinelli, Domenico, 1627-1701",,,Unknown,Person Unknown
benedettiplatonede1496,"Benedetti, Platone de', -1496",,,Unknown,Person Unknown
benezetanthony17131784,"Benezet, Anthony, 1713-1784",,,Unknown,Person Unknown
benivienigirolamo14531542,"Benivieni, Girolamo, 1453-1542",,,Unknown,Person Unknown
bergs,"Berg, S(?)",,,Unknown,Person Unknown
berglerjosephtheyounger17531829,"Bergler, Joseph, the younger, 1753-1829",,,Unknown,Person Unknown
bernardfrancis16271698,"Bernard, Francis, 1627-1698",,,Unknown,Person Unknown
bernardezr,"Bernardez, R.",,,Unknown,Person Unknown
bernardinodecárdenasyportugaldukeofmaqueda1598–1601,"Bernardino de Cárdenas y Portugal, Duke of Maqueda 1598–1601",,,Unknown,Person Unknown
bernardinusrubeus,"Bernardinus, Rubeus",,,Unknown,Person Unknown
bernhardidukeofsaxemeiningen16491706,"Bernhard I, Duke of Saxe-Meiningen, 1649-1706",,,Unknown,Person Unknown
bernheraugustine,"Bernher, Augustine",,,Unknown,Person Unknown
beroaldofilippo14531505,"Beroaldo, Filippo, 1453-1505",,,Unknown,Person Unknown
bersmanngregor15381611,"Bersmann, Gregor, 1538-1611",,,Unknown,Person Unknown
bertanogiovanniantoniofl15701612,"Bertano, Giovanni Antonio, fl. 1570-1612",,,Unknown,Person Unknown
bertramantonfl15841622,"Bertram, Anton, fl. 1584-1622",,,Unknown,Person Unknown
bertrandjeanbaptiste16701752,"Bertrand, Jean-Baptiste, 1670-1752",,,Unknown,Person Unknown
bessonnetjacob16751750,"Bessonnet, Jacob, 1675-1750",,,Unknown,Person Unknown
bevilaquasimonfl14851518,"Bevilaqua, Simon, fl. 1485-1518",,,Unknown,Person Unknown
bevism,"Bevis, M.",,,Unknown,Person Unknown
beyerjohannfl15731596,"Beyer, Johann, fl. 1573-1596",,,Unknown,Person Unknown
bianchigiovanni16931775,"Bianchi, Giovanni, 1693-1775",,,Unknown,Person Unknown
bibermaximilian,"Biber, Maximilian",,,Unknown,Person Unknown
bidenbacheberhard15281597,"Bidenbach, Eberhard, 1528-1597",,,Unknown,Person Unknown
bidenbachjohannfl15861588,"Bidenbach, Johann, fl. 1586-1588",,,Unknown,Person Unknown
biggelizabethb1816,"Bigg, Elizabeth, b. 1816",,,Unknown,Person Unknown
biggwilliamb1821,"Bigg, William, b. 1821",,,Unknown,Person Unknown
bildstainmathias,"Bildstain, Mathias",,,Unknown,Person Unknown
binderhans16thcent,"Binder, Hans, 16th cent.",,,Unknown,Person Unknown
bindleyjames17371818,"Bindley, James 1737-1818",,,Unknown,Person Unknown
bindleyjames17391818,"Bindley, James, 1739-1818",,,Unknown,Person Unknown
birckmannjohann15271572,"Birckmann, Johann, 1527-1572",,,Unknown,Person Unknown
bischoffmelchior15471614,"Bischoff, Melchior, 1547-1614",,,Unknown,Person Unknown
bladoantonio14901567,"Blado, Antonio, 1490-1567",,,Unknown,Person Unknown
blaizecandideb1795,"Blaize, Candide, b. 1795",,,Unknown,Person Unknown
blanchstephen,"Blanch, Stephen",,,Unknown,Person Unknown
blasiusaconceptione,Blasius a Conceptione,,,Unknown,Person Unknown
blasiusaconceptione,Blasius a Conceptione‏,,,Unknown,Person Unknown
blavisthomasdeactive14761491,"Blavis, Thomas de, active 1476-1491",,,Unknown,Person Unknown
blissphilip17871857,"Bliss, Philip, 1787-1857",,,Unknown,Person Unknown
blockrebafleisher,"Block, Reba Fleisher",,,Unknown,Person Unknown
blootelingabraham16401690,"Blooteling, Abraham, 1640?-1690?",,,Unknown,Person Unknown
blummichaelfl15251559,"Blum, Michael, fl. 1525-1559",,,Unknown,Person Unknown
bocardandréfl14911531,"Bocard, André, fl. 1491-1531",,,Unknown,Person Unknown
boccacciogiovanni13131375,"Boccaccio, Giovanni, 1313-1375",,,Unknown,Person Unknown
bodorichter,"Bodo, Richter",,,Unknown,Person Unknown
bogotácolombia,Bogotá (Colombia),,,Unknown,Person Unknown
bolzanotrentinoaltoadigeitaly,"Bolzano (Trentino-Alto Adige, Italy)",,,Unknown,Person Unknown
bonamicimarianus,"Bonamici, Marianus",,,Unknown,Person Unknown
bonardofrancesco,"Bonardo, Francesco",,,Unknown,Person Unknown
bonardusfranciscus,"Bonardus, Franciscus",,,Unknown,Person Unknown
bonaventurec,"Bonaventure, C.",,,Unknown,Person Unknown
bondampieter17271800,"Bondam, Pieter, 1727-1800",,,Unknown,Person Unknown
bonettigiuliocesare17151797,"Bonetti, Giulio Cesare, 1715-1797",,,Unknown,Person Unknown
bonfadinogiovannibattistafl15861619,"Bonfadino, Giovanni Battista, fl. 1586-1619",,,Unknown,Person Unknown
boniniboninoapproximately14501528,"Bonini, Bonino, approximately 1450-1528",,,Unknown,Person Unknown
bonomigiovannifrancesco15361587,"Bonomi, Giovanni Francesco, 1536-1587",,,Unknown,Person Unknown
bonorandmartin,"Bonorand, Martin",,,Unknown,Person Unknown
boppiusfridericusgeorgius,"Boppius, Fridericus Georgius",,,Unknown,Person Unknown
borghesemarcantonioprincipe18141886,"Borghese, Marcantonio, principe, 1814-1886",,,Unknown,Person Unknown
borghesemarcoantonio18141886,"Borghese, Marco Antonio, 1814-1886",,,Unknown,Person Unknown
borghesescipione15761633,"Borghese, Scipione, 1576-1633",,,Unknown,Person Unknown
borinusjoannesmatthaeus,"Borinus, Joannes Matthaeus",,,Unknown,Person Unknown
