13378657714	Author's name and brief biographical note in Latin supplied in early ms. in ink (now reddish brown) on title leaf of an incunable edition of Konrad Celtis's Ars versificandi et carminum (Leipzig: Konrad Kachelofen, ca. 1486; ISTC ic00368000)
13378298995	Title leaf of an incunable edition of Konrad Celtis's Ars versificandi et carminum (Leipzig: Konrad Kachelofen, ca. 1486; ISTC ic00368000)
11403853066	Early ms. ownership inscription of Cennino di Nicholo, a cleric attached to Santa Maria del Fiore, Florence, Italy
11403861064	Bookplate recording the gift of this volume to the University of Pennsylvania by Francis Campbell Macauley (1844-1896)
11403850366	Stamp used by the Biblioteca nazionale centrale di Firenze between 1737-1815
11403852015	Stamp used by the Biblioteca nazionale centrale di Firenze between 1737-1815
11403962573	Inc C-332
11403854204	Woodcut illustration of 2 monks facing a group of nuns
11403958693	Contemporary binding (Kyriss workshop no. 83) on Inc C-145
11403843455	Contemporary binding (Kyriss workshop no. 83) on Inc C-145
11403848924	Ownership inscription of the Franziskanerkloster (Bolzano, Trentino-Alto Adige, Italy)
11403952893	Title leaf of an incunable edition of Roberto Caracciolo's Sermones de laudibus sanctorum
11403837975	Bookplate of the Franziskanerkloster (Bolzano, Trentino-Alto Adige, Italy)
11403844244	Two contemporary newspaper clippings concerning the sale of the Sunderland Library in 1881
11403831576	Contemporary newspaper clipping concerning the sale of the Sunderland Library in 1881
11403832765	Newspaper clipping concerning the supposed "Death Warrant of Our Lord"
11403827136	Woodcut of St. Jerome
11403941443	Woodcut of St. Jerome and historiated woodcut initial with St. Paul
11403833104	Leaf a1r of an incunable edition of the Vulgate owned by Robert Louis Stevenson
11403937263	Bookseller's description of the incunable edition of the Vulgate owned by Robert Louis Stevenson
11403934633	Woodcut of St. Jerome in the desert and in his study
11403816096	Early (17th-century?) ms. ownership inscription, probably of Joannes Busch, Catholic pastor of Pfarrkirche St. Dionysius in Recke, d. 1649
11403930053	Title leaf with woodcut illustration of St. Jerome in the desert and in his study, from the incunable edition of the Vulgate owned by Robert Louis Stevenson
11403822804	18th-century ms. ownership inscription of a priest of Liège, Belgium
11403813505	19th-century autograph of George Brand
11403819304	Bookplate of Robert Louis Stevenson (1850-1894) with autograph of his step-daughter Isobel Field (1858-1953)
11403817034	Stamp recording the presentation of this book to the Royal Society by Henry Howard, 6th Duke of Norfolk (1628-1684)
11403814824	Stamp recording the presentation of this book to the Royal Society by Henry Howard, 6th Duke of Norfolk (1628-1684)
11403811974	Armorial stamp of Edward Bell Krumbhaar (1882-1966)
11403810474	Leaf [a]1v of an incunable edition of St. Bernard of Clairvaux's Declamationes super evangelio Ecce nos reliquimus omnia (Naples: Mattia Moravo, ca. 1475-76; ISTC ib00374000)
11403797895	Autograph of John Cohen Jackson (1826-1895)
11403803974	Title leaf of an incunable edition of Girolamo Benivieni's Canzoni e sonetti dell' amore e della belezza divina, con commento
11403790716	Ms. shelfmarks
11403792295	Leaf m4v of an incunable edition of Juraj Dragišić's Dialectica nova
11403904073	Leaf a1r of an incunable edition of Juraj Dragišić's Dialectica nova
11068609755	Woodcut device of Denys Roce
11068608105	Title leaf of an incunable edition of the Speculum sapientiae
11068716584	Ownership inscription of William L. McNeill
11068605685	Ownership inscription of Philipp Saxer (1800-1868)
11068696706	Inc A-199a
11068603165	Ownership inscription of Heinrich Fuchs (1624-1689)
11068694086	Ownership inscription of Heinrich Fuchs (1624-1689)
11068600625	Bookplate identifying this volume as part of Sir Thomas Phillipps's library
11068598135	Ownership inscription of Peter Falck (ca. 1468-1519)
11068704654	Binding with arms of Peter Falck (ca. 1468-1519)
11068703034	Binding with arms of Peter Falck (ca. 1468-1519)
11068753243	Binding with arms of Peter Falck (ca. 1468-1519)
11068588615	16th-century binding
11068586925	16th-century binding
11068747203	16th-century binding
11068744903	Partially illegible early ms. inscription
11068690664	Early ms. ownership inscription of Thomas Mayer of Bremen, Germany
11068740763	Title leaf of an incunable edition of Eberhardus Stiger's Commentaria in libros Aristotelis De coelo et mundo cum textu
11048761285	Ms. ownership inscription and shelf-mark of the Carmelite Schwarz-Kloster Kreuznach
11048758845	Ms. ownership inscription and shelf-mark of the Carmelite Schwarz-Kloster Kreuznach
11048932503	Early binding
11048754755	Early binding
11048871264	Early binding
11048925933	Early binding
11048829356	Early binding
11048866524	Portion of an early ms. parchment leaf from a liturgical ms. (Texts: Esther 6:6-7 and Responsory and verse for an office)
11048864364	Portion of an early ms. parchment leaf from a liturgical ms., probably a breviary, used as binding waste. (Texts: Esther 6:7-8 and I Maccabees 5:17)
11048743915	Bookplate of Emil Starkenstein (1884-1942)
11048741505	Ownership inscription of the Dominican house dedicated to St. Michael in Olomouc (Czech Republic)
11048819036	Ownership inscription from the Dominican house dedicated to St. Michael in Olomouc (Czech Republic)
11048913093	Contemporary binding on an incunable
11048815936	Contemporary binding on an incunable
11048853054	Contemporary binding on an incunable
11048850824	Contemporary binding on an incunable
10993788824	NC6 F6137L 629o Folio
10993787414	NC6 F6137L 629o Folio
10993785484	NC6 F6137L 629o Folio
10993784604	NC6 F6137L 559o 1639 Folio
10993619475	NC6 F6137L 559o 1639 Folio
10993780754	NC55 V5877 602p Folio
10993616265	NC55 V5877 602p Folio
10993703446	Bookplate of William Stirling Maxwell (1818-1878)
10993828303	NC55 V5877 602p Folio
10993611095	Stamp and inscription from the Carthusian library at the Reichskartause Buxheim (Buxheim Charterhouse)
10993772614	Stamp and inscription from the Carthusian library at the Reichskartause Buxheim (Buxheim Charterhouse)
10993824053	Fore-edge clasp of a book from the Carthusian library at the Reichskartause Buxheim (Buxheim Charterhouse)
10993605475	Shelfmark label from the Carthusian library at the Reichskartause Buxheim (Buxheim Charterhouse)
10993819673	Armorial bookplate of De Boisset Glassac
10993601835	NC Er155 Eg901c Folio
10961274184	Autograph of Arthur Bechtold (1874-1946)
10961099845	Ownership inscription from the Franciscan library at Sankt Pölten in Austria
10961321773	Ownership inscription from the Franciscan library at Sankt Pölten in Austria
10961097205	Early ms. inscription in Latin (shelfmark?)
10961170246	Early binding
10961093655	Early binding
10961264414	Early binding
10961262604	GC6 L9728 621r
10961162076	GC6 L9728 621r
10961259494	GC6 L9728 621r
10961309313	GC6 L9728 621r
10961307863	GC6 L9728 621r
10961255864	Portion of a parchment leaf from a liturgical ms., probably a missal (with texts for Easter Sunday and Easter Monday)
10961081635	Portion of a parchment leaf from a liturgical ms., probably a missal (with texts for Easter Sunday and Easter Monday)
10961304273	Portion of a parchment leaf from a liturgical ms., probably a missal (with texts for Easter Sunday and Easter Monday)
10961303043	Illegible early ms. note
10961301013	GC6 L5282 630f 1662
10961149066	GC6 L5282 630f 1662
10943260715	GC6 M4553 695i
10943309826	GC6 M4553 695i
10943308956	GC6 M4553 695i
10943257685	GC6 M4553 695i
10943306046	GC6 K8803 623d
10943304696	Ownership inscription of Christoph Wentzel, Graf von Nostitz (1648-1712)
10943253325	Ownership inscription of Christoph Wentzel, Graf von Nostitz (1648-1712)
10943407164	GC6 K8803 623d
10943250235	Spine, with shelfmark, of a book from the library of Christoph Wentzel, Graf von Nostitz (1648-1712)
10943248805	Portion of incunable printed paper leaf used as binding waste
10943402604	Portion of an incunable printed paper leaf used as binding waste
10943245465	GC6 K6332 623d 1672
10943497303	GC6 K6332 623d 1672
10943243765	Ownership stamp of Dr. Friedrich August Eckstein (1810-1885)
10943495033	GC6 K6332 605d 1672
10943241815	GC6 K6332 605d 1672
10943240595	Ownership inscription of Dr. Friedrich August Eckstein (1810-1885)
10943394274	Round monogram stamp of of Austrian librarian Moriz Grolig (1873-1949)
10943286316	Photographic bookplate of Moriz Grolig (1873-1949)
10943489063	Ms. ownership inscription of the library of Emauzský klášter, a Benedictine monastery in Prague, Czech Republic
10943487353	Ms. ownership inscription of the library of Emauzský klášter, a Benedictine monastery in Prague, Czech Republic
10943387624	GC6 K2364 600s 1606
10943484383	GC6 K2364 600s 1606
10943385214	GC6 K2364 600s 1606
10943229315	GC6 K1624 606c
10943276276	Spine, with shelfmark, of a book from the library of Christoph Wentzel, Graf von Nostitz (1648-1712)
10943274856	GC6 H6115 611p
10943379324	GC6 H6115 611p
10943476373	GC6 H6115 611p
9726594176	GC7 Z3908 722v
9726593486	GC7 Z3908 722v
9723363685	GC7 Z3908 722v
9723362401	GC7 Z3908 722v
9723360913	GC7 Z3908 722v
9726588006	GC7 Z3908 722v
9723358735	GC7 Z673 768l
9726586322	GC7 W8326 S741b
9723357423	GC7 W8326 S741b
9726585230	GC7 W8326 S734b
9726584656	GC7 W8326 S734b
9723355533	GC7 W8326 S734b
9726583210	GC7 W8326 S734b
9723354133	GC7 W8326 755k
9723352625	Armorial bookplate of David Samuel von Madai (1709-1780)
9707018105	Inc V-40 Folio
9710255902	Inc V-40 Folio
9707016367	Inc V-40 Folio
9710253898	Inc V-40 Folio
9710253134	Bookseller's description of an incunable copy of the Elegiae of Tibullus and Propertius and the Carmina of Catullus (Venice: Johannes Tacuinus de Tridino, 19 May 1500; ISTC it00374000)
9707013343	Title leaf of an incunable copy of the Elegiae of Tibullus and Propertius and the Carmina of Catullus (Venice: Johannes Tacuinus de Tridino, 19 May 1500; ISTC it00374000)
9710251326	Inc T-374 Folio
9710250174	Leaves o4v and p1r of an incunable copy of the Elegiae of Tibullus and Propertius and the Carmina of Catullus (Venice: Johannes Tacuinus de Tridino, 19 May 1500; ISTC it00374000), with woodcut initials and contemporary ms. annotations in brown ink
9707010837	Manicule
9707010277	Ms. ownership inscription of the library of the Dominican community associated with the Chiesa di Santa Corona, Vicenza, Italy
9710248478	Ms. ownership inscription of the library of the Dominican community associated with the Chiesa di Santa Corona, Vicenza, Italy
9707008863	Armorial bookplate of James Wyllie Guild (1826-1894)
9707008193	Leaf a2r of an incunable edition of St. Thomas Aquinas's In Aristotelis libros Peri hermeneias et Posteriorum analyticorum expositio
9710246656	Early ms. ownership inscription of Marianus Bonamici de Aspra
9707006863	Stamp of the Stockton-Hough Library
9707006091	Detail of leaf k6r of an incunable edition of St. Thomas Aquinas's In duodecim libros Metaphysicorum Aristotelis expositio
9707005375	Detail of an incunable leaf with ms. underlines, marginal marks and notes, and manicule
9710243736	Manicule
9707004053	Detail of leaf i5r of an incunable edition of St. Thomas Aquinas's In duodecim libros Metaphysicorum Aristotelis expositio
9710242166	Manicule
9710241494	Manicule
9707001789	Ms. ownership inscription of the Chiesa di S. Pietro in Leonessa, Italy
9710240208	Ms. ownership inscription of the Chiesa di S. Pietro in Leonessa, Italy
9707000569	Ms. ownership inscription of the Chiesa di S. Pietro in Leonessa, Italy
9706999899	Ownership inscription of the Chiesa di S. Pietro in Leonessa, italy
9706999127	Early ms. purchase inscriptions of a Brother Anastasius and a Joannes Baptista
9687000212	Leaf a2r of an incunable edition of St. Thomas Aquinas's Scriptum super IV libros Sententiarum. Liber 2
9683761261	Various early pen tests and ms. inscriptions in Italian and Latin
9683760719	Various early pen tests and ms. inscriptions in Italian and Latin
9683759563	Various early pen tests and ms. inscriptions in Italian and Latin
9686997278	Various early pen tests and ms. inscriptions in Italian and Latin
9686996236	Various early pen tests and ms. inscriptions in Italian and Latin
9683757081	Various ms. pen tests and inscriptions in Italian or Latin
9686995182	Various ms. pen tests and inscriptions in Italian
9686994564	Ownership inscriptions of the library of the Minim community of Mons Altus, and of Joseph, a brother in that community
9683754917	Ownership inscriptions of the library of the Minim community of Mons Altus, and of Joseph, a brother in that community
9683754441	Ms. shelfmark
9683754047	Ms. ownership inscription of the Augustinerchorherrenstift Rottenbuch
9686991828	Ms. ownership inscription of the Augustinerchorherrenstift Rottenbuch
9683752841	Contemporary binding of an incunable
9683752077	Contemporary binding of an incunable
9686989874	Contemporary binding of an incunable
9686989032	Parchment ms. leaf from a copy of Justinian's Digesta (visible text appears to be from lib. 47), used as binding waste
9683749477	Parchment ms. leaf from a copy of Justinian's Digesta (visible text appears to be from lib. 47), used as binding waste
9686987186	Early ms. contents list on leaf a1v of an incunable edition of Richard Swineshead's Liber calculationum
9683747611	Leaf a2r of an incunable edition of Richard Swineshead's Liber calculationum
9686985622	Early Latin ms. inscription
